modified_question,modified_answer,assignment_id,objective,confidence,question,correct_answer,question_type,question_base,evidences,domain,worker_id,evidences_in_min,time_spent,video_link,video_id,time_in_original_video,duration
What tractor model is being reviewed in this video?,The tractor being reviewed in the video is a Fendt 724. The farmer discusses the increased horsepower of this model in comparison to other models.,3ERMJ6L4DYRPYRVYMG7XGIJTSPUM7J,Selecting a tractor for your needs.,very_high,What tractor model is being reviewed in this video?,The tractor being reviewed in the video is a Fendt 724. The farmer discusses the increased horsepower of this model in comparison to other models.,['Existence'],"['audio', 'scene']","[{0: [19.672, 60.188]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:19.672', '01:00.188']}]",2453.0,https://www.dropbox.com/s/7p1hwwwn17vgfws/Olly_s-Farm_7-clip-11.mp4?raw=1,Olly's-Farm_7-clip-11,"{'frames': {'start': '00:12:04.057', 'end': '00:13:48.695'}, 'seconds': {'start': '724.0566666666667', 'end': '828.6945333333333'}, 'split-method': 'auto'}",104.63786666666658
Where will the posts be set by the farmer?,The farmer intends to set the posts 12.5-13 feet from the center.,3ERMJ6L4DYRPYRVYMG7XGIJTSPUM7J,Farmer's how to video.,high,Where will the posts be set by the farmer?,The farmer intends to set the posts 12.5-13 feet from the center. ,['Spatial relationship'],['audio'],"[{0: [6.336, 14.749]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:06.336', '00:14.749']}]",2453.0,https://www.dropbox.com/s/o77hrq1dhueokzo/Hamiltonville-Farm_1-clip-4.mp4?raw=1,Hamiltonville-Farm_1-clip-4,"{'frames': {'start': '00:05:54.667', 'end': '00:06:59.583'}, 'seconds': {'start': '354.6666666666667', 'end': '419.5833333333333'}, 'split-method': 'auto'}",64.91666666666663
Why is the human gathering leaves?,The human is gathering leaves to create a roof for the shelter.,3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human is creating.,very_high,Why is the human gathering leaves?,The human is gathering leaves to create a roof for the shelter.,"['Existence', 'Motion', 'Reasoning']",['scene'],"[{0: [62.345, 64.508]}, {1: [66.56, 69.333]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['01:02.345', '01:04.508']}, {1: ['01:06.560', '01:09.333']}]",1202.0,https://www.dropbox.com/s/jtnyg1uwdk6zp4u/Primitive-Technology_5-clip-0.mp4?raw=1,Primitive-Technology_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:09.333'}, 'seconds': {'start': '0.0', 'end': '69.33333333333333'}, 'split-method': 'auto'}",69.33333333333333
Why is the human collecting leaves of plants?,The leaves will be used to make tea.,3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human is creating.,very_high,Why is the human collecting leaves of plants?,The leaves will be used to make tea.,"['Existence', 'Motion']",['scene'],"[{0: [56.776, 59.421]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:56.776', '00:59.421']}]",1202.0,https://www.dropbox.com/s/7n48jn7uiwwe2wi/King-Kong-Amazon_7-clip-3.mp4?raw=1,King-Kong-Amazon_7-clip-3,"{'frames': {'start': '00:03:09.533', 'end': '00:04:10.767'}, 'seconds': {'start': '189.53333333333333', 'end': '250.76666666666668'}, 'split-method': 'auto'}",61.23333333333335
Why is the human cutting wood?,The human is cutting wood to create a shelter.,3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human is creating.,very_high,Why is the human cutting wood?,The human is cutting wood to create a shelter.,"['Existence', 'Motion']",['scene'],"[{0: [14.865, 19.247]}, {1: [34.889, 38.327]}, {2: [50.586, 53.414]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:14.865', '00:19.247']}, {1: ['00:34.889', '00:38.327']}, {2: ['00:50.586', '00:53.414']}]",1202.0,https://www.dropbox.com/s/jtnyg1uwdk6zp4u/Primitive-Technology_5-clip-0.mp4?raw=1,Primitive-Technology_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:09.333'}, 'seconds': {'start': '0.0', 'end': '69.33333333333333'}, 'split-method': 'auto'}",69.33333333333333
What is the human doing with the axe?,The human is cutting a tree down with an axe.,3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human is doing.,very_high,What is the human doing with the axe?,The human is cutting a tree down with an axe.,"['Existence', 'Motion']",['scene'],"[{0: [12.994, 17.849]}, {1: [32.279, 35.835]}, {2: [61.481, 65.858]}, {3: [67.91, 71.739]}, {4: [78.92, 81.109]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:12.994', '00:17.849']}, {1: ['00:32.279', '00:35.835']}, {2: ['01:01.481', '01:05.858']}, {3: ['01:07.910', '01:11.739']}, {4: ['01:18.920', '01:21.109']}]",1202.0,https://www.dropbox.com/s/obouuoh3aqi45lx/BC-Bushcraft_10-clip-8.mp4?raw=1,BC-Bushcraft_10-clip-8,"{'frames': {'start': '00:09:46.219', 'end': '00:11:11.704'}, 'seconds': {'start': '586.2189666666667', 'end': '671.7043666666667'}, 'split-method': 'auto'}",85.48540000000003
What is the human Whittling?,The human is Whittling a spoon.,3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human whittling.,very_high,What is the human Whittling?,The human is Whittling a spoon.,"['Existence', 'Motion']",['scene'],"[{0: [7.396, 10.566]}, {1: [13.33, 18.369]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:07.396', '00:10.566']}, {1: ['00:13.330', '00:18.369']}]",1202.0,https://www.dropbox.com/s/lpcgz4rkpk52eum/Bertram-Craft_11-clip-3.mp4?raw=1,Bertram-Craft_11-clip-3,"{'frames': {'start': '00:03:09.280', 'end': '00:04:50.880'}, 'seconds': {'start': '189.28', 'end': '290.88'}, 'split-method': 'auto'}",101.6
What is the human whittling?,The human is whittling cups.,3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human is creating.,very_high,What is the human whittling?,The human is whittling cups.,"['Existence', 'Motion']",['scene'],"[{0: [2.008, 3.919]}, {1: [8.181, 9.846]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:02.008', '00:03.919']}, {1: ['00:08.181', '00:09.846']}]",1202.0,https://www.dropbox.com/s/7n48jn7uiwwe2wi/King-Kong-Amazon_7-clip-3.mp4?raw=1,King-Kong-Amazon_7-clip-3,"{'frames': {'start': '00:03:09.533', 'end': '00:04:10.767'}, 'seconds': {'start': '189.53333333333333', 'end': '250.76666666666668'}, 'split-method': 'auto'}",61.23333333333335
Does the human have food?,"Yes, the human has food. Additionally, he's collecting berries and water.",3FTF2T8WLRHPHMD55FB43CCQL60W9E,Determine what the human is collecting.,very_high,Does the human have food?,"Yes, the human has food. Additionally, he's collecting berries and water.",['Existence'],['scene'],"[{0: [2.001, 4.88]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:02.001', '00:04.880']}]",1202.0,https://www.dropbox.com/s/6qnrbcjxtyj9o77/Bertram-Craft_1-clip-3.mp4?raw=1,Bertram-Craft_1-clip-3,"{'frames': {'start': '00:03:22.480', 'end': '00:04:23.480'}, 'seconds': {'start': '202.48', 'end': '263.48'}, 'split-method': 'auto'}",61.00000000000003
Will the man cook the bacon before the eggs?,"No, the man says that he will cook the bacon after the eggs because the bacon will not take long to cook.",3G5F9DBFOPW5H3VJDHU0URR0X9NHVU,I am curious how the man plans to cook the eggs and bacon.,moderate,Will the man cook the bacon before the eggs?,"No, the man says that he will cook the bacon after the eggs because the bacon will not take long to cook.",['Reasoning'],"['audio', 'scene']","[{0: [45.979, 51.473]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:45.979', '00:51.473']}]",1913.0,https://www.dropbox.com/s/1fw0q7jq5fh1rrf/Joe-Robinet_2-clip-5.mp4?raw=1,Joe-Robinet_2-clip-5,"{'frames': {'start': '00:08:06.486', 'end': '00:09:21.127'}, 'seconds': {'start': '486.486', 'end': '561.1272333333334'}, 'split-method': 'auto'}",74.64123333333339
What are the men digging for?,"The men are digging up small crabs, likely for the purpose of eating later.",3G5F9DBFOPW5H3VJDHU0URR0X9NHVU,I want to know why the men are digging on this beach.,moderate,What are the men digging for?,"The men are digging up small crabs, likely for the purpose of eating later.",['Reasoning'],['scene'],"[{0: [15.953, 28.715]}, {1: [35.323, 58.227]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:15.953', '00:28.715']}, {1: ['00:35.323', '00:58.227']}]",1913.0,https://www.dropbox.com/s/wyq3ms4t3ouqlcw/Survival-Skills-Primitive_4-clip-54.mp4?raw=1,Survival-Skills-Primitive_4-clip-54,"{'frames': {'start': '01:05:30.467', 'end': '01:07:52.900'}, 'seconds': {'start': '3930.4666666666667', 'end': '4072.9'}, 'split-method': 'auto'}",142.4333333333334
What materials comprise this structure?,"This structure appears to be made up of trees/logs for the base, bamboo branches, and small twigs/bark used to tie materials together.",3G5F9DBFOPW5H3VJDHU0URR0X9NHVU,I am curious about how this structure was crafted.,moderate,What materials comprise this structure?,"This structure appears to be made up of trees/logs for the base, bamboo branches, and small twigs/bark used to tie materials together.",['Reasoning'],['scene'],"[{0: [3.013, 13.686]}, {1: [40.343, 51.884]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:03.013', '00:13.686']}, {1: ['00:40.343', '00:51.884']}]",1913.0,https://www.dropbox.com/s/upuhfh0eelbmrx1/King-Kong-Amazon_12-clip-2.mp4?raw=1,King-Kong-Amazon_12-clip-2,"{'frames': {'start': '00:02:05.033', 'end': '00:03:08.867'}, 'seconds': {'start': '125.03333333333333', 'end': '188.86666666666667'}, 'split-method': 'auto'}",63.83333333333334
What is this man eating?,"It appears that he is eating some of the meat he cut from the beginning of the video, mixed with possibly some vegetables.",3G5F9DBFOPW5H3VJDHU0URR0X9NHVU,I want to know what the man is eating.,moderate,What is this man eating?,"It appears that he is eating some of the meat he cut from the beginning of the video, mixed with possibly some vegetables.",['Reasoning'],['scene'],"[{0: [0.945, 13.622]}, {1: [29.333, 35.249]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:00.945', '00:13.622']}, {1: ['00:29.333', '00:35.249']}]",1913.0,https://www.dropbox.com/s/zeuk5bh5sis22or/Bertram-Craft_7-clip-6.mp4?raw=1,Bertram-Craft_7-clip-6,"{'frames': {'start': '00:06:14.749', 'end': '00:07:16.895'}, 'seconds': {'start': '374.749375', 'end': '436.89479166666666'}, 'split-method': 'auto'}",62.14541666666668
What is this man doing with the hammer?,"It seems he is doing some kind of forgery and using the hammer to help shape the object, based on him hammering and sticking the metal item into the water and hearing it sizzle from being heated up.",3G5F9DBFOPW5H3VJDHU0URR0X9NHVU,I am curious what the man is using the hammer to do.,moderate,What is this man doing with the hammer?,"Based on him hammering and sticking the metal item into the water and hearing it sizzle from being heated up, I am assuming he is doing some kind of forgery and using the hammer to help shape the object.",['Reasoning'],"['audio', 'scene']","[{0: [0.0, 7.126]}, {1: [7.496, 18.739]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:00.000', '00:07.126']}, {1: ['00:07.496', '00:18.739']}]",1913.0,https://www.dropbox.com/s/26mnkkp15i4q3pr/Bertram-Craft_2-clip-3.mp4?raw=1,Bertram-Craft_2-clip-3,"{'frames': {'start': '00:03:22.202', 'end': '00:04:28.185'}, 'seconds': {'start': '202.202', 'end': '268.1845833333333'}, 'split-method': 'auto'}",65.98258333333331
Is the ship attacked in the video?,Yes the ship is attacked in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to see how long a ship can stay capsized while under attack.,very_high,Is the ship attacked in the video?,Yes the ship is attacked in the video.,['Existence'],['scene'],"[{0: [69.216, 120.0]}]",Military,A1UXY4UGY259QT,"[{0: ['01:09.216', '02:00.000']}]",2998.0,https://www.dropbox.com/s/p3zfzf4tfwovcaf/USA-Military-Channel_6-manual.mp4?raw=1,USA-Military-Channel_6-manual,"{'seconds': {'start': '1:10', 'end': '3:10'}, 'split-method': 'manual'}",120.0
Is there a woman in the video?,Yes there is a woman in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about aircraft carriers in the United States Navy.,very_high,Is there a woman in the video?,Yes there is a woman in the video.,['Existence'],['scene'],"[{0: [40.034, 56.485]}]",Military,A1UXY4UGY259QT,"[{0: ['00:40.034', '00:56.485']}]",2998.0,https://www.dropbox.com/s/sxtoc62v4m9rvcu/Gung-Ho-Vids_6-clip-0.mp4?raw=1,Gung-Ho-Vids_6-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:11.900'}, 'seconds': {'start': '0.0', 'end': '71.9'}, 'split-method': 'auto'}",71.9
Is there a military facility in the video?,Yes there is a military facility in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about missile launches.,very_high,Is there a military facility in the video?,Yes there is a military facility in the video.,['Existence'],['scene'],"[{0: [38.272, 49.244]}]",Military,A1UXY4UGY259QT,"[{0: ['00:38.272', '00:49.244']}]",2998.0,https://www.dropbox.com/s/hfhfyexg4w94urr/AiirSource-Military_12-manual.mp4?raw=1,AiirSource-Military_12-manual,"{'seconds': {'start': '0:00', 'end': '1:05'}, 'split-method': 'manual'}",65.0
How many men can be seen shooting guns?,Three men can be seen shooting guns.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about the recoil of weapons. ,very_high,How many men can be seen shooting guns?,Three men can be seen shooting guns.,['Number'],"['audio', 'scene']","[{0: [12.243, 57.604]}]",Military,A1UXY4UGY259QT,"[{0: ['00:12.243', '00:57.604']}]",2998.0,https://www.dropbox.com/s/llg22ah60duwp1t/Army-military-2018_11-clip-4.mp4?raw=1,Army-military-2018_11-clip-4,"{'frames': {'start': '00:05:07.200', 'end': '00:06:12.600'}, 'seconds': {'start': '307.2', 'end': '372.6'}, 'split-method': 'auto'}",65.40000000000003
Is there a missile launch from an ashore site?,Yes there is a missile launch from an ashore site.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about missile launches.,very_high,Is there a missile launch from an ashore site?,Yes there is a missile launch from an ashore site.,"['Existence', 'Motion']",['scene'],"[{0: [10.712, 30.888]}]",Military,A1UXY4UGY259QT,"[{0: ['00:10.712', '00:30.888']}]",2998.0,https://www.dropbox.com/s/hfhfyexg4w94urr/AiirSource-Military_12-manual.mp4?raw=1,AiirSource-Military_12-manual,"{'seconds': {'start': '0:00', 'end': '1:05'}, 'split-method': 'manual'}",65.0
Are there open wounds in the video?,Yes there are open wounds in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about medical treatment in field operations. ,very_high,Are there open wounds in the video?,Yes there are open wounds in the video.,['Existence'],['scene'],"[{0: [9.789, 26.874]}, {1: [31.555, 37.331]}, {2: [58.125, 62.198]}]",Military,A1UXY4UGY259QT,"[{0: ['00:09.789', '00:26.874']}, {1: ['00:31.555', '00:37.331']}, {2: ['00:58.125', '01:02.198']}]",2998.0,https://www.dropbox.com/s/eakj3gtuox960g0/USA-Military-Channel_9-manual.mp4?raw=1,USA-Military-Channel_9-manual,"{'seconds': {'start': '2:19', 'end': '3:35'}, 'split-method': 'manual'}",76.0
Are there Army medics in the video?,Yes there are Army medics in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about medical treatment in field operations. ,high,Are there Army medics in the video?,Yes there are Army medics in the video.,['Existence'],['scene'],"[{0: [9.606, 16.902]}, {1: [27.117, 30.704]}, {2: [51.194, 76.0]}]",Military,A1UXY4UGY259QT,"[{0: ['00:09.606', '00:16.902']}, {1: ['00:27.117', '00:30.704']}, {2: ['00:51.194', '01:16.000']}]",2998.0,https://www.dropbox.com/s/eakj3gtuox960g0/USA-Military-Channel_9-manual.mp4?raw=1,USA-Military-Channel_9-manual,"{'seconds': {'start': '2:19', 'end': '3:35'}, 'split-method': 'manual'}",76.0
Is the ship sailing in the video?,No the ship is capsized in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to see how long a ship can stay capsized while under attack.,very_high,Is the ship sailing in the video?,No the ship is capsized in the video.,"['Entity', 'Motion']",['scene'],"[{0: [3.072, 53.376]}, {1: [70.944, 120.0]}]",Military,A1UXY4UGY259QT,"[{0: ['00:03.072', '00:53.376']}, {1: ['01:10.944', '02:00.000']}]",2998.0,https://www.dropbox.com/s/p3zfzf4tfwovcaf/USA-Military-Channel_6-manual.mp4?raw=1,USA-Military-Channel_6-manual,"{'seconds': {'start': '1:10', 'end': '3:10'}, 'split-method': 'manual'}",120.0
What type of ship is in the video?,"A Nimitz-class, nuclear-powered, aircraft carrier is in the video.",3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about aircraft carriers in the United States Navy.,very_high,What type of ship is in the video?,"A Nimitz-class, nuclear-powered, aircraft carrier is in the video. ",['Existence'],['scene'],"[{0: [2.703, 27.322]}, {1: [30.428, 71.9]}]",Military,A1UXY4UGY259QT,"[{0: ['00:02.703', '00:27.322']}, {1: ['00:30.428', '01:11.900']}]",2998.0,https://www.dropbox.com/s/sxtoc62v4m9rvcu/Gung-Ho-Vids_6-clip-0.mp4?raw=1,Gung-Ho-Vids_6-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:11.900'}, 'seconds': {'start': '0.0', 'end': '71.9'}, 'split-method': 'auto'}",71.9
What is the landscape like in the video?,The landscape consists of the ocean in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about aircraft carriers in the United States Navy.,very_high,What is the landscape like in the video?,The landscape consists of the ocean in the video.,['Location'],['scene'],"[{0: [2.531, 27.034]}, {1: [57.29, 71.9]}]",Military,A1UXY4UGY259QT,"[{0: ['00:02.531', '00:27.034']}, {1: ['00:57.290', '01:11.900']}]",2998.0,https://www.dropbox.com/s/sxtoc62v4m9rvcu/Gung-Ho-Vids_6-clip-0.mp4?raw=1,Gung-Ho-Vids_6-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:11.900'}, 'seconds': {'start': '0.0', 'end': '71.9'}, 'split-method': 'auto'}",71.9
Can gunshots be heard in the video?,Yes gunshots can be heard in the video.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to learn about the recoil of weapons. ,very_high,Can gunshots be heard in the video?,Yes gunshots can be heard in the video.,['Existence'],['audio'],"[{0: [0.0, 57.343]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:57.343']}]",2998.0,https://www.dropbox.com/s/llg22ah60duwp1t/Army-military-2018_11-clip-4.mp4?raw=1,Army-military-2018_11-clip-4,"{'frames': {'start': '00:05:07.200', 'end': '00:06:12.600'}, 'seconds': {'start': '307.2', 'end': '372.6'}, 'split-method': 'auto'}",65.40000000000003
What is the landscape in the video?,The landscape is the open ocean.,3G5W44VEU7HD1W6WU7YB7I4I2CJGKQ,I want to see how long a ship can stay capsized while under attack.,very_high,What is the landscape in the video?,The landscape is the open ocean.,['Location'],['scene'],"[{0: [0.0, 53.088]}, {1: [70.656, 120.0]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:53.088']}, {1: ['01:10.656', '02:00.000']}]",2998.0,https://www.dropbox.com/s/p3zfzf4tfwovcaf/USA-Military-Channel_6-manual.mp4?raw=1,USA-Military-Channel_6-manual,"{'seconds': {'start': '1:10', 'end': '3:10'}, 'split-method': 'manual'}",120.0
